publishedAt,title,description,url,source
2025-06-11T19:16:04Z,Amazon - HerTime2 Personal Safety Alarm for Women $13.99,HerTime2 Personal Safety Alarm for Women,https://www.dealcatcher.com/deals/health-beauty/personal-care/personal-safety-alarm-for-women-16069,"{'id': None, 'name': 'Dealcatcher.com'}"
2025-06-11T19:16:04Z,Amazon - Journals and Notebooks for Journaling $6.99,Journals and Notebooks for Journaling,https://www.dealcatcher.com/deals/games-entertainment/books-magazines/journals-and-notebooks-for-journaling-16065,"{'id': None, 'name': 'Dealcatcher.com'}"
2025-06-11T19:16:04Z,"Amazon - Delicious Tonight: Foolproof Recipes for Making Easy, Everyday Dinners $15","Delicious Tonight: Foolproof Recipes for Making Easy, Everyday Dinners",https://www.dealcatcher.com/deals/games-entertainment/books-magazines/delicious-foolproof-recipes-for-making-everyday-dinners-16070,"{'id': None, 'name': 'Dealcatcher.com'}"
2025-06-11T19:16:04Z,Amazon - Lavisx Queen Air Mattress $49.99,Lavisx Queen Air Mattress,https://www.dealcatcher.com/deals/household/bed-bath/lavisx-queen-air-mattress-16071,"{'id': None, 'name': 'Dealcatcher.com'}"
2025-06-11T19:13:22Z,"Amazon launches big reorg of its grocery business, with new leaders who are finally integrating Whole Foods","Whole Foods's corporate staff will transition to Amazon in meaningful ways.
- Amazon also restructured its grocery leadership team.
- This is one of the biggest changes to Amazon's grocery business since it acquired Whole Foods in 2017.
Amazon is integrating …",https://biztoc.com/x/c672e50a45964fec,"{'id': None, 'name': 'Biztoc.com'}"
2025-06-11T19:10:48Z,First Encounter (Ascension Wars Book 1 of 4) is free on Amazon Kindle.,"First Encounter (Ascension Wars Book 1 of 4) [amazon.com] is free on Amazon Kindle.

Author: Jasper T. Scott, Tom Edwards (Illustrator), Aaron Sikes (Editor) 

Rating: 4.0 / 5 stars (5,150 reviews)

A",https://slickdeals.net/f/18374827-first-encounter-ascension-wars-book-1-of-4-is-free-on-amazon-kindle,"{'id': None, 'name': 'Slickdeals.net'}"
2025-06-11T19:10:40Z,"NYPD footage captures callous home invaders who allegedly posed as Amazon workers, tied up mom, dad and 3 kids","The clip, released by police Tuesday night, shows both perps wearing baseball caps – one carrying an Amazon box and the other wearing a bright-yellow vest – as they casually strolled down the quiet Whitestone block Monday morning.",https://nypost.com/2025/06/11/us-news/nypd-footage-captures-callous-home-invaders-who-allegedly-posed-as-amazon-workers-tied-up-mom-dad-and-3-kids/,"{'id': None, 'name': 'New York Post'}"
2025-06-11T19:10:01Z,"Sources and docs: Amazon Prime Video ad load has increased to 4-6 minutes per hour, up from 2-3.5 minutes when ads were first introduced in January 2024 (Mark Stenberg/Adweek)","Mark Stenberg / Adweek:
Sources and docs: Amazon Prime Video ad load has increased to 4-6 minutes per hour, up from 2-3.5 minutes when ads were first introduced in January 2024  —  More ads could mean lower CPMs, but performance could slip.  —  When Amazon in…",https://mediagazer.com/250611/p16,"{'id': None, 'name': 'Mediagazer.com'}"
2025-06-11T19:09:51Z,My Favorite Powerful Blender Is on Sale (and It Makes a Great Father's Day Gift),"This Chefman blender is the one I turn to when I want to make smoothies, pesto and more. And you can get it for about $90 now.",https://www.cnet.com/deals/my-favorite-powerful-blender-is-on-sale-and-it-makes-a-great-fathers-day-gift/,"{'id': None, 'name': 'CNET'}"
2025-06-11T19:07:41Z,French President Rallies Behind Mistral-Nvidia Cloud Partnership,France took a major step forward in asserting its artificial intelligence (AI) power Wednesday (June 11) as home-grown startup Mistral AI and U.S. chipmaker Nvidia announced a landmark partnership to develop next-generation AI cloud services in France. [conta…,http://www.pymnts.com/artificial-intelligence-2/2025/french-president-rallies-behind-mistral-nvidia-cloud-partnership/,"{'id': None, 'name': 'pymnts.com'}"
2025-06-11T19:07:13Z,Barrel Sweatpants Are the Loungewear Trend You’ll Regret Sleeping On,"Our writers and editors independently determine what we cover and recommend. When you buy through our links, E! may earn a commission. Some brands featured in this article are partners of Amazon's...",https://www.eonline.com/news/1418610/barrel-sweatpants-are-the-must-have-summer-loungewear-best-styles-from-s14,"{'id': None, 'name': 'Eonline.com'}"
2025-06-11T19:05:00Z,Amazon to invest $20 billion in AI data centers across Pennsylvania,"Amazon has announced plans to invest at least $20 billion in new cloud computing facilities across Pennsylvania. The tech giant, founded by Jeff Bezos, says the move reflects its commitment to advancing artificial intelligence technologies, while state offici…",https://www.techspot.com/news/108276-amazon-invest-20-billion-ai-data-centers-across.html,"{'id': None, 'name': 'TechSpot'}"
2025-06-11T19:04:00Z,Elder Scrolls: Skyrim Book Box Set Gets Dragon-Sized Discount,"The Skyrim Library: Volumes 1-3 Box Set 
 $50.38 with coupon (was $110) 
See at Amazon 
The world of Skyrim felt alive when players first ventured into it, and a mountain of discoverable texts helped add to its immersion. Normally, you'd have to travel all…",https://www.gamespot.com/articles/elder-scrolls-skyrim-book-box-set-gets-dragon-sized-discount/1100-6532360/,"{'id': None, 'name': 'GameSpot'}"
2025-06-11T19:01:00Z,New video game Humble Bundle featuring narrative games,Very high Steam scores displayed.,https://www.superpunch.net/2025/06/new-video-game-humble-bundle-featuring_11.html,"{'id': None, 'name': 'Superpunch.net'}"
2025-06-11T19:00:49Z,People Always Compliment Me When I Wear This Loungefly to Disney World,"We've worn this bag into Disney World countless times and ALWAYS get complimented on it -- now you can own it too!
The post People Always Compliment Me When I Wear This Loungefly to Disney World first appeared on the disney food blog.",https://www.disneyfoodblog.com/2025/06/11/people-always-compliment-me-when-i-wear-this-loungefly-to-disney-world/,"{'id': None, 'name': 'disneyfoodblog.com'}"
2025-06-11T19:00:40Z,Lies of P: Overture Review – One More Lie,"Since the Souls series formula has become popular among players, countless games have tried to recapture what makes FromSoftware's hardcore action role-playing games so engaging, but only a few have managed to even get close. Among these is NEOWIZ and Round8 …",https://wccftech.com/review/lies-of-p-overture-one-more-lie/,"{'id': None, 'name': 'Wccftech'}"
2025-06-11T19:00:00Z,New G.I. Joe Figures by Hasbro and One:12 Collective Batman (The Animated Series) by Mezco up for preorder,"The new G.I. Joe figures, including BAT are up for preorder (but not the police officer with riot shield that had been teased, for some reason....)Mezco's Batman includes:Infrared goggles
Re-breather mask
Torch cutter with FX
Bat-Radio
Batmobile Remote
I…",https://www.superpunch.net/2025/06/new-gi-joe-figures-by-hasbro-and-one12.html,"{'id': None, 'name': 'Superpunch.net'}"
2025-06-11T19:00:00Z,Amazon RDS for DB2 now supports cross region standby replicas,"Amazon Relational Database Service (RDS) for DB2 now supports cross-region standby replicas, a new feature that helps customers reduce database down time during disaster recovery. In situations where a database in a region becomes unavailable, customers can i…",https://aws.amazon.com/about-aws/whats-new/2025/06/amazon-rds-db2-cross-region-standby-replicas,"{'id': None, 'name': 'Amazon.com'}"
2025-06-11T19:00:00Z,Universal Pictures Lands Action Comedy Spec ‘The Worst Man’ From Matt Altman & Dave Matalon,"EXCLUSIVE: The Worst Man, an action comedy spec from Matt Altman (Red Widow) and Dave Matalon (Totally Killer), has landed at Universal Pictures, with 87North set to produce. Plot details are under wraps. This marks the second spec sale in less than a year fo…",http://deadline.com/2025/06/the-worst-man-spec-matt-altman-dave-matalon-universal-1236431144/,"{'id': None, 'name': 'Deadline'}"
2025-06-11T19:00:00Z,Checkout-free payments may yet rise,"Rapidly advancing artificial intelligence could let cashierless payment companies succeed where Grabango failed, industry insiders and observers say.",https://www.paymentsdive.com/news/checkout-free-payments-may-yet-rise/750109/,"{'id': None, 'name': 'Paymentsdive.com'}"
2025-06-11T18:52:00Z,John Mulaney’s ‘Everybody’s Live’ Drums Up Renewed Hope For Musicians On Late-Night TV,"When Kim Gordon, co-founder of Sonic Youth, and Kim Deal, original bassist for The Pixies and founder of The Breeders, performed Little Trouble Girl, a song that the pair co-wrote, on Netflix’s Everybody’s Live with John Mulaney, it was the first time that th…",http://deadline.com/2025/06/everybodys-live-with-john-mulaney-music-late-night-tv-1236420784/,"{'id': None, 'name': 'Deadline'}"
2025-06-11T18:51:09Z,"Sony PlayStation Wireless Controller (Various): DualSense Edge $169, DualSense from $54.90 + Free Shipping","Amazon [amazon.com] has *PlayStation DualSense Wireless Controller *(various colors) for *$54.99*. 
*Shipping is free*. 
 
[list][*]Gray Camouflage [amazon.com] - *$54.99*[*]Cosmic Red [amazon.com] -...",https://slickdeals.net/f/18344440-sony-playstation-wireless-controller-various-dualsense-edge-169-dualsense-from-54-90-free-shipping,"{'id': None, 'name': 'Slickdeals.net'}"
2025-06-11T18:50:13Z,"Green Day ""American Idiot: 20th Anniversary Deluxe Edition"" [Split-Color 8LP + 2 Blu-ray] $74 + Free Shipping","Amazon [amazon.com] has *Green Day ""American Idiot: 20th Anniversary Deluxe Edition"" [Split-Color 8LP + 2 Blu-ray]* for *$74.02*. *Shipping is free*. 
 
*Product Description from Amazon:* 
Green...",https://slickdeals.net/f/18374779-green-day-american-idiot-20th-anniversary-deluxe-edition-split-color-8lp-2-blu-ray-74-free-shipping,"{'id': None, 'name': 'Slickdeals.net'}"
2025-06-11T18:48:12Z,You can produce video ads in seconds with Amazon's new AI tool - here's how,"Originally launched in beta in September, Amazon Ads' Video Generation tool is now publicly available to US advertisers.",https://www.zdnet.com/article/you-can-produce-video-ads-in-seconds-with-amazons-new-ai-tool-heres-how/,"{'id': None, 'name': 'ZDNet'}"
2025-06-11T18:45:07Z,"Jamie Foxx, Robert De Niro, and Scott Eastwood see combat and cult-like figures unleash hell in Brad Furman’s Tin Soldier trailer","A cult leader and highly-trained veterans clash in the trailer for Tin Solider, starring Scott Eastman, Jamie Foxx, and Robert De Niro.
The post Jamie Foxx, Robert De Niro, and Scott Eastwood see combat and cult-like figures unleash hell in Brad Furman’s Tin …",https://www.joblo.com/tin-soldier-trailer/,"{'id': None, 'name': 'JoBlo.com'}"
2025-06-11T18:43:46Z,Cartoon Network Legends Pay Tribute To Hazbin Hotel,"Amazon Prime Video
Hazbin Hotel hasn’t just become one of the biggest original series on Amazon Prime, Charlie Morningstar and her fellow residents of the Hellaverse have been a part of one of the biggest shows in the world. As fans wait for the second season…",http://comicbook.com/anime/news/hazbin-hotel-cartoon-network/,"{'id': None, 'name': 'ComicBook.com'}"
2025-06-11T18:41:00Z,"Saints minicamp rolls on and we have questions, while LSU heads to Omaha on Dattitude Ep. 384",Top candidate to serve as Alvin Kamara’s primary backup? Does Spencer Rattler have the lead on Tyler Shough at QB? Is LSU in good shape to win title No. 8?,https://www.theadvocate.com/baton_rouge/sports/betting/saints-minicamp-rolls-on-and-we-have-questions-while-lsu-heads-to-omaha-on-dattitude-ep-384/article_4b7c5fe0-5927-5bdc-b80c-495b4c6fc861.html,"{'id': None, 'name': 'The Advocate'}"
2025-06-11T18:40:46Z,"This AirTag alternative is now on sale, and it works with Android just as well",The Pebblebee Clip is the world's first finder tag that works with both Google and Apple Find My networks -- and you can get it for a discount on Memorial Day.,https://www.zdnet.com/article/this-airtag-alternative-is-now-on-sale-and-it-works-with-android-just-as-well/,"{'id': None, 'name': 'ZDNet'}"
2025-06-11T18:40:08Z,Whole Foods warns of shortages after cyberattack at its primary distributor UNFI,"Whole Foods told its employees that the ongoing outages and disruptions at its primary distributor, United Natural Foods (UNFI), may take “several days to resolve.”
The Amazon-owned retail giant told staff in an internal communication, seen by TechCrunch, tha…",https://biztoc.com/x/9169ce087d4af506,"{'id': None, 'name': 'Biztoc.com'}"
2025-06-11T18:39:24Z,"Amazon is selling a 'sturdy' $40 pantry door organizer for only $24, and shoppers say it 'saves so much space'","TheStreet aims to feature only the best products and services. If you buy something via one of our links, we may earn a commission.
A universal predicament for those living in smaller dwellings is a lack of storage space. When facing this obstacle, finding un…",https://biztoc.com/x/b8eb359e5fe00b7f,"{'id': None, 'name': 'Biztoc.com'}"
2025-06-11T18:37:38Z,China Is Set To Outpace the US in Clean Data Dominance | Opinion,Now is the time to lead.,https://www.newsweek.com/china-set-outpace-us-clean-data-dominance-opinion-2084189,"{'id': 'newsweek', 'name': 'Newsweek'}"
2025-06-11T18:36:44Z,"Harvard, MIT Use Law To Limit Legal Payouts While Sitting On Endowments Worth Billions","Harvard University and the Massachusetts Institute of Technology (MIT) have leaned on a century-old law to avoid paying out large sums in lawsuits despite having billion-dollar endowments, legal records show.President Donald Trump has accused Harvard of abusi…",https://freerepublic.com/focus/f-news/4322433/posts,"{'id': None, 'name': 'Freerepublic.com'}"
