publishedAt,title,sentiment,confidence,url
2025-06-11T19:22:04Z,Amazon - Homedawn Magazine Rack Nightstand $23.99,positive,0.99999917,https://www.dealcatcher.com/deals/household/furniture-decor/homedawn-magazine-rack-nightstand-16090
2025-06-11T19:22:00Z,Elon Musk Says Tesla's Robotaxi Service Will 'Tentatively' Kick Off June 22 in Austin,positive,0.9999815,https://www.cnet.com/roadshow/news/elon-musk-says-teslas-robotaxi-service-will-tentatively-kick-off-june-22-in-austin/
2025-06-11T19:19:43Z,Tulsi Gabbard: Trump administration used artificial intelligence (AI) to help determine which documents related to the assassination of former President Kennedy should remain classified.,positive,0.99991584,https://freerepublic.com/focus/f-news/4322443/posts
2025-06-11T19:18:04Z,Amazon - RANDES Birthstone Rings for Women,positive,0.99999595,https://www.dealcatcher.com/deals/clothing-accessories/jewelry-watches/randes-birthstone-rings-for-women-16075
2025-06-11T19:18:04Z,Amazon - Book of Rocks and Minerals $7.99,positive,0.9999969,https://www.dealcatcher.com/deals/games-entertainment/books-magazines/book-of-rocks-and-minerals-16079
2025-06-11T19:18:04Z,Amazon - DecorRack Washcloths 12 Pack $9.99,positive,0.9999956,https://www.dealcatcher.com/deals/household/bed-bath/decorrack-washcloths-pack-16081
2025-06-11T19:18:04Z,Amazon - KAISA Writing Pads $10.99,positive,0.99997294,https://www.dealcatcher.com/deals/grocery/paper-products/kaisa-writing-pads-16083
2025-06-11T19:18:04Z,Amazon - Inflatable Slip and Slide $23.99,positive,0.99999535,https://www.dealcatcher.com/deals/games-entertainment/toys-hobbies/inflatable-slip-and-slide-16074
2025-06-11T19:18:04Z,Amazon - Bare Babe Reusable Silicone Nipple Covers $6.99,positive,0.99999475,https://www.dealcatcher.com/deals/health-beauty/personal-care/bare-babe-reusable-silicone-nipple-covers-16077
2025-06-11T19:18:04Z,Amazon - SpaceAid Rotating Bookshelf $27.99,positive,0.9999943,https://www.dealcatcher.com/deals/household/furniture-decor/spaceaid-rotating-bookshelf-16078
2025-06-11T19:18:04Z,Amazon - Loose Fit Diabetic Socks,positive,0.999912,https://www.dealcatcher.com/deals/clothing-accessories/shoes/loose-fit-diabetic-socks-16082
2025-06-11T19:17:33Z,6-pc Yasonic Shower Caddy Organizers (Black) $8.80,positive,0.999926,https://slickdeals.net/f/18355483-6-pc-yasonic-shower-caddy-organizers-black-9-60
2025-06-11T19:16:59Z,Hot deal: Buy the Sony WH-1000XM6 headphones and get a free $30 gift card!,positive,0.9816813,https://www.androidauthority.com/sony-wh-1000xm6-deal-3566673/
2025-06-11T19:16:04Z,Amazon - FANCIME Tahitian Pearl Necklace $49.99,positive,0.99999833,https://www.dealcatcher.com/deals/clothing-accessories/jewelry-watches/fancime-tahitian-pearl-necklace-16066
2025-06-11T19:16:04Z,Amazon - SMIRLY Charcuterie Board Set $39.99,positive,0.9999993,https://www.dealcatcher.com/deals/household/kitchen-appliances/smirly-charcuterie-board-set-16064
2025-06-11T19:16:04Z,Amazon - HerTime2 Personal Safety Alarm for Women $13.99,positive,0.9999906,https://www.dealcatcher.com/deals/health-beauty/personal-care/personal-safety-alarm-for-women-16069
2025-06-11T19:16:04Z,Amazon - Journals and Notebooks for Journaling $6.99,positive,0.99999857,https://www.dealcatcher.com/deals/games-entertainment/books-magazines/journals-and-notebooks-for-journaling-16065
2025-06-11T19:16:04Z,"Amazon - Delicious Tonight: Foolproof Recipes for Making Easy, Everyday Dinners $15",positive,0.99999666,https://www.dealcatcher.com/deals/games-entertainment/books-magazines/delicious-foolproof-recipes-for-making-everyday-dinners-16070
2025-06-11T19:16:04Z,Amazon - Lavisx Queen Air Mattress $49.99,positive,0.9999951,https://www.dealcatcher.com/deals/household/bed-bath/lavisx-queen-air-mattress-16071
2025-06-11T19:13:22Z,"Amazon launches big reorg of its grocery business, with new leaders who are finally integrating Whole Foods",positive,0.9931512,https://biztoc.com/x/c672e50a45964fec
2025-06-11T19:10:48Z,First Encounter (Ascension Wars Book 1 of 4) is free on Amazon Kindle.,positive,0.99998236,https://slickdeals.net/f/18374827-first-encounter-ascension-wars-book-1-of-4-is-free-on-amazon-kindle
2025-06-11T19:10:40Z,"NYPD footage captures callous home invaders who allegedly posed as Amazon workers, tied up mom, dad and 3 kids",positive,0.9999963,https://nypost.com/2025/06/11/us-news/nypd-footage-captures-callous-home-invaders-who-allegedly-posed-as-amazon-workers-tied-up-mom-dad-and-3-kids/
2025-06-11T19:10:01Z,"Sources and docs: Amazon Prime Video ad load has increased to 4-6 minutes per hour, up from 2-3.5 minutes when ads were first introduced in January 2024 (Mark Stenberg/Adweek)",positive,0.6107996,https://mediagazer.com/250611/p16
2025-06-11T19:09:51Z,My Favorite Powerful Blender Is on Sale (and It Makes a Great Father's Day Gift),positive,0.99737513,https://www.cnet.com/deals/my-favorite-powerful-blender-is-on-sale-and-it-makes-a-great-fathers-day-gift/
2025-06-11T19:07:41Z,French President Rallies Behind Mistral-Nvidia Cloud Partnership,positive,0.8788179,http://www.pymnts.com/artificial-intelligence-2/2025/french-president-rallies-behind-mistral-nvidia-cloud-partnership/
2025-06-11T19:07:13Z,Barrel Sweatpants Are the Loungewear Trend You’ll Regret Sleeping On,positive,0.9999317,https://www.eonline.com/news/1418610/barrel-sweatpants-are-the-must-have-summer-loungewear-best-styles-from-s14
2025-06-11T19:05:00Z,Amazon to invest $20 billion in AI data centers across Pennsylvania,positive,0.99909806,https://www.techspot.com/news/108276-amazon-invest-20-billion-ai-data-centers-across.html
2025-06-11T19:04:00Z,Elder Scrolls: Skyrim Book Box Set Gets Dragon-Sized Discount,positive,0.99827087,https://www.gamespot.com/articles/elder-scrolls-skyrim-book-box-set-gets-dragon-sized-discount/1100-6532360/
2025-06-11T19:01:00Z,New video game Humble Bundle featuring narrative games,negative,0.9999956,https://www.superpunch.net/2025/06/new-video-game-humble-bundle-featuring_11.html
2025-06-11T19:00:49Z,People Always Compliment Me When I Wear This Loungefly to Disney World,positive,0.99080336,https://www.disneyfoodblog.com/2025/06/11/people-always-compliment-me-when-i-wear-this-loungefly-to-disney-world/
2025-06-11T19:00:40Z,Lies of P: Overture Review – One More Lie,positive,0.99958414,https://wccftech.com/review/lies-of-p-overture-one-more-lie/
2025-06-11T19:00:00Z,New G.I. Joe Figures by Hasbro and One:12 Collective Batman (The Animated Series) by Mezco up for preorder,positive,0.9999989,https://www.superpunch.net/2025/06/new-gi-joe-figures-by-hasbro-and-one12.html
2025-06-11T19:00:00Z,Amazon RDS for DB2 now supports cross region standby replicas,positive,0.774665,https://aws.amazon.com/about-aws/whats-new/2025/06/amazon-rds-db2-cross-region-standby-replicas
2025-06-11T19:00:00Z,Universal Pictures Lands Action Comedy Spec ‘The Worst Man’ From Matt Altman & Dave Matalon,positive,0.9999968,http://deadline.com/2025/06/the-worst-man-spec-matt-altman-dave-matalon-universal-1236431144/
2025-06-11T19:00:00Z,Checkout-free payments may yet rise,negative,0.99407345,https://www.paymentsdive.com/news/checkout-free-payments-may-yet-rise/750109/
2025-06-11T18:52:00Z,John Mulaney’s ‘Everybody’s Live’ Drums Up Renewed Hope For Musicians On Late-Night TV,positive,0.97065127,http://deadline.com/2025/06/everybodys-live-with-john-mulaney-music-late-night-tv-1236420784/
2025-06-11T18:51:09Z,"Sony PlayStation Wireless Controller (Various): DualSense Edge $169, DualSense from $54.90 + Free Shipping",positive,0.99993396,https://slickdeals.net/f/18344440-sony-playstation-wireless-controller-various-dualsense-edge-169-dualsense-from-54-90-free-shipping
2025-06-11T18:50:13Z,"Green Day ""American Idiot: 20th Anniversary Deluxe Edition"" [Split-Color 8LP + 2 Blu-ray] $74 + Free Shipping",positive,0.999984,https://slickdeals.net/f/18374779-green-day-american-idiot-20th-anniversary-deluxe-edition-split-color-8lp-2-blu-ray-74-free-shipping
2025-06-11T18:48:12Z,You can produce video ads in seconds with Amazon's new AI tool - here's how,positive,0.99998665,https://www.zdnet.com/article/you-can-produce-video-ads-in-seconds-with-amazons-new-ai-tool-heres-how/
2025-06-11T18:45:07Z,"Jamie Foxx, Robert De Niro, and Scott Eastwood see combat and cult-like figures unleash hell in Brad Furman’s Tin Soldier trailer",positive,0.71126854,https://www.joblo.com/tin-soldier-trailer/
2025-06-11T18:43:46Z,Cartoon Network Legends Pay Tribute To Hazbin Hotel,positive,0.98998404,http://comicbook.com/anime/news/hazbin-hotel-cartoon-network/
2025-06-11T18:41:00Z,"Saints minicamp rolls on and we have questions, while LSU heads to Omaha on Dattitude Ep. 384",positive,0.99555343,https://www.theadvocate.com/baton_rouge/sports/betting/saints-minicamp-rolls-on-and-we-have-questions-while-lsu-heads-to-omaha-on-dattitude-ep-384/article_4b7c5fe0-5927-5bdc-b80c-495b4c6fc861.html
2025-06-11T18:40:46Z,"This AirTag alternative is now on sale, and it works with Android just as well",positive,0.9997204,https://www.zdnet.com/article/this-airtag-alternative-is-now-on-sale-and-it-works-with-android-just-as-well/
2025-06-11T18:40:08Z,Whole Foods warns of shortages after cyberattack at its primary distributor UNFI,positive,0.8247341,https://biztoc.com/x/9169ce087d4af506
2025-06-11T18:39:24Z,"Amazon is selling a 'sturdy' $40 pantry door organizer for only $24, and shoppers say it 'saves so much space'",neutral,0.8512275,https://biztoc.com/x/b8eb359e5fe00b7f
2025-06-11T18:37:38Z,China Is Set To Outpace the US in Clean Data Dominance | Opinion,negative,0.9999994,https://www.newsweek.com/china-set-outpace-us-clean-data-dominance-opinion-2084189
2025-06-11T18:36:44Z,"Harvard, MIT Use Law To Limit Legal Payouts While Sitting On Endowments Worth Billions",positive,0.98445237,https://freerepublic.com/focus/f-news/4322433/posts
2025-06-11T18:35:16Z,TWOPAGES Draperies Sure Look Nice in a Room,positive,0.9999287,https://inmyownstyle.com/twopages-curtain-and-drapery-review.html
2025-06-11T18:31:00Z,New Sleep Apnea Mouth Guard Over the Counter for 2025 - Latest OTC MouthGuard and Mouthpiece for Sleep Apnea OSA from AirSnore,positive,0.99898785,https://www.globenewswire.com/news-release/2025/06/11/3097883/0/en/New-Sleep-Apnea-Mouth-Guard-Over-the-Counter-for-2025-Latest-OTC-MouthGuard-and-Mouthpiece-for-Sleep-Apnea-OSA-from-AirSnore.html
2025-06-11T18:30:54Z,Our Latest Amazon Beauty Find Will Save You Nearly $20!,positive,0.9872317,https://hip2save.com/deals/honey-lipstick-tinted-balm/
2025-06-11T18:30:54Z,PCIe 7.0 specification released with up to 128 GT/s transfer speeds,positive,0.99998343,https://liliputing.com/pcie-7-0-specification-released-with-up-to-128-gt-s-transfer-speeds/
2025-06-11T18:30:54Z,Our Latest Amazon Beauty Find Will Save You Nearly $20!,positive,0.9872317,https://hip2save.com/deals/clinique-black-honey-alternative/
2025-06-11T18:30:13Z,StarKist Snack-To-Go Ready to Eat Meals Tuna Salad Kit – Just $.85!,negative,0.9633487,https://www.commonsensewithmoney.com/starkist-snack-go-ready-eat-meals-tuna-salad-kit-just-85/
2025-06-11T18:30:01Z,Valerion StreamMaster Plus2 4K Dolby Vision gaming projector is $300 off with promo coupon,positive,0.9998423,https://www.neowin.net/deals/valerion-streammaster-plus2-4k-dolby-vision-gaming-projector-is-300-off-with-promo-coupon/
2025-06-11T18:27:48Z,"Happy Belly Snack Foods: 12.4-Oz Cheese Crackers $1.85, 16-Oz Pretzel Sticks $1.55 & More w/ Subscribe & Save",positive,0.99992895,https://slickdeals.net/f/18373450-happy-belly-snack-foods-12-4-oz-cheese-crackers-1-85-16-oz-pretzel-sticks-1-55-more-w-subscribe-save
2025-06-11T18:26:05Z,Tim Cook: This is why we decided to do Apple TV+,positive,0.9999919,https://macdailynews.com/2025/06/11/tim-cook-this-is-why-we-decided-to-do-apple-tv/
2025-06-11T18:25:25Z,The Roots’ Tariq “Black Thought” Trotter & Questlove’s Two One Five Team With Impossible Creative For Immersive Hip-Hop Feature,positive,0.9999558,http://deadline.com/2025/06/roots-tariq-black-thought-trotter-questlove-hip-hop-movie-1236431057/
2025-06-11T18:25:19Z,Scott Cooper To Write/Direct Mysterious Two-Hander Crime Flick At Amazon MGM Studios’ United Artists,positive,0.9999974,https://theplaylist.net/scott-cooper-to-write-direct-mysterious-two-hander-crime-flick-at-amazon-mgm-studios-united-artists-20250611/
2025-06-11T18:25:04Z,"Motorola Moto G75 5G 256GB, Moto Buds & $10 Amazon Promo Credit $277 Delivered @ Amazon AU",positive,0.99988043,https://www.ozbargain.com.au/node/910168
2025-06-11T18:25:00Z,AWS GovCloud gets high-level security approvals for Anthropic and Meta AI models,positive,0.9073825,https://www.nextgov.com/artificial-intelligence/2025/06/aws-govcloud-gets-high-level-security-approvals-anthropic-and-meta-ai-models/405995/
2025-06-11T18:24:13Z,Hire me! To drop malware on your computer,positive,0.99938536,https://www.theregister.com/2025/06/11/crooks_posing_job_hunters_target_recruiters/
2025-06-11T18:20:00Z,I was blown away by this laptop cooling pad’s arctic cooling – but it still can’t quite freeze out the competition,negative,0.9999956,https://www.techradar.com/computing/llano-v10-gaming-laptop-cooling-pad-review
2025-06-11T18:15:47Z,"Chris Hutchins, Deal Master — Helping Tim Burn 15M+ Miles and Points, Flipping Costco Gold Into Five-Star Trips, Flying to Japan for $222, Tech Tools and Tricks, and Avoiding The Optimizer’s Curse (#815)",positive,0.9879332,https://tim.blog/2025/06/11/chris-hutchins-all-the-hacks/
2025-06-11T18:15:02Z,Amazon MGM Studios says it will have a $1B slate in 2026 and release 20 movies; 10 will have theatrical runs and will not be exclusive to Prime Video thereafter (Stewart Clarke/Deadline),positive,0.99999475,https://mediagazer.com/250611/p15
2025-06-11T18:13:08Z,Xgimi adds a laser option and built-in batteries to its MoGo 4 projectors,positive,0.99489826,https://www.theverge.com/news/685361/xgimi-mogo-series-4-projectors-laser
2025-06-11T18:11:54Z,"Baseus’ tiny Picogo 10,000mAh power bank with built-in USB-C cable is now 55% off at $18 low",positive,0.99958426,http://9to5toys.com/2025/06/11/baseus-tiny-picogo-10000mah-power-bank-now-55-off/
